path,bytes,sha256
energy_conditional_loss.svg,93440,a249f3e778b96d192d2c626283527c0d73333c266121a233194b6c5c682e74ae
environment.json,2061,f622437aa1f3d5545fb5b9b63e1cd710233499aa681b7dc0edb4e2d91f4c4492
final_regression.log,102,712b3614ce8fa79f05eb0d7149b85095e6df61f9c6fe55c377e44edc3106315e
final_regression.xml,4214,22c2c02259dae7e1dbe56c60284fde16b1e26a35ccc185de6198c26c843113be
final_single.log,18511,27faedd747e08b1effa052242c22e68a89cb63aeb7592e7f6528112713bfafab
final_single_queue.json,134993,5ed69fea999d5ba84cd2eb7e9d2dbefe2850e4f1d37317a99b8609c92579f31a
force_lens_diagnostics.png,70252,5172adf1792645233fd8cf77421ef3a35f74ad7e11a800565748f39b41cceacf
geometry_survival.png,60436,bfe5f40b9657daadef0e6087b45d22a6b2e8d383cb6b0bcaa0523e5e69d92c4b
gh_aodf4085_source.html,154509,22cd7a3821626b8ea9871cb2aa8fe3c653dc5db5a531e0dcebff1a30518c1edc
handoff_controls.csv,14188,affd857db0d767202603afbb3fb113dd99a6c511abdfd8da7f55abd43a42df89
handoff_controls.log,925,c860806c9cd2a406c99c791c806f73f5916991749221986cb02e8725e08895b7
handoff_controls_queue.json,6235,bd94658bb794c2ba06aa6fa0544f760f1dba317d6eca1b3d903aa5c3d227c372
independent_confirmation.csv,1274279,91fdf113e36948b2b13257d906581e400f9ddf729aabd20a012377c8e0a0e03a
inertial_barrier.csv,9810,6bd3b48bdff610cae087d8ea81863caab843f131dffde7ee40d351e17f83566d
inspect_results.py,2102,ffca537f5eff0e494beec0ebb9097b2b7c633920e6e7ee0bd714b2f2cd9e2564
installed_regression.log,101,8b4b81cadf51b66c5ae7fcd25c6b73333e8fb06f324ac33cc84f537ab2b207e0
installed_regression.xml,434,70116a8b9355c3730e68987759490dfedc37b4e90e026522b145a44290e31a42
lensing_geometry.csv,36560,7d6185cc302071ac8f64dcfd6d5fdca86cb3e8bafd37cf172d2d95836b82d848
loss_timing_diagnostics.csv,10928,3f9c3691ae16af654191569dcb167341c77bd231e41f684df4130b657e679f34
mechanical_convergence.csv,23497,03779b19dbb3e1c404798896c38bd569c88e931e794e6f4101b80be4c9f0b065
mechanisms.png,74591,5100c86c25e084f0536b3fb594288bfde72c60125c10bc4df61a9e3621e7c8f8
mechanisms.svg,89616,b37796a710bc4acd01bf3f4746a8aee8e45e1c6f545ebbf3a98bd0e4b25086a5
mechanisms_queue.json,179937,ee8cccab688564c6f4d4c8309efd2058598596f3c9d38d3721158f96fa58a9b9
native_coarse.log,58677,7f9a3752e45cb04b1f52221e18c9f884360795a099f24d53ee6a6c7301f35978
native_convergence.csv,607,adc0bb93b30e387f997fcba22d05733fbb730e6483c477ee31e0684190eac5ff
native_queue.json,140516,bc33c64933ae979d1dfe19386794ee3452217d9233781932ee86f993a54cb643
native_steps.log,1037,82c2c7da6cc0ca25441c6988a249cd64a7b31cf97c642a04ac22f71c01c791b3
native_steps_queue.json,7644,3842c7dd105323fdb4a4baf55349e93a85097a40a0d239a345583a320900eb77
new_physics_tests.log,100,3ee3a085879323309aa7d8cfe95fecdda77995819ff3a55e1d73c5eceb4a06db
new_physics_tests.xml,784,84dbe975ee42bf10e5617201df291ba29ae90a1e2d0d506dacb7938e85ef3d85
noise_reference_energies.npz,737976,e9e0a146b229f42071468effbfcc8499839469e656ae072b58c78e47ea431f34
noise_step_convergence.csv,28731,9c44335cc3761a5ecad81e693bfa396f7b99268dd8d72523604f56a9b0115b93
nonmonotonic_screening.csv,16896,f6194773ed5800380b4d5e516aec544b26300d082df314e807b19b2a3c12f603
operations_confirm_queue.json,30091,6cbc8af979bdf46705c750dfc0ca08b8d9251c62a01f75205b3da9f9f6c96f28
operations_confirmation.log,27561,6776ccdaf9b7c9c5f554f72051163f0b6b49b6eb4d2c5d572b0be8d94841d929
package_evidence.py,3096,34126da0565a11c3738b2b978bc1f83ca7b38f387032af92c2a24097149512e5
paper_comparison_metrics.csv,864,4b3c6b22ed95022d5998570ed69abcd8a172038b9eaba59389c12e89ee6de4cd
paper_data_metadata.json,787,101f7341e7b01a9ad64ab74f92f1116596fd3bb00764d87a8fe08503f29745b3
paper_pages/bluvstein_2022_10.png,426417,b9252645f5afa349938284698e42d193a5ecab40128c64587380d11ca4e1b129
paper_pages/bluvstein_2022_11.png,440797,680c880982e701aaa8fae160f2951cdc93f41216fef928e942a97e69eee7521a
paper_pages/bluvstein_2022_17.png,197227,9571011846b52bc8c8bf2c00eb2bff782dad4dd4500c035b6b6ada126aa3dbb9
paper_pages/bluvstein_2022_2.png,457909,9fc72f24306f5a79c1b9d34d613542372f7d7cbef0401acc8274ebd82c9a8153
paper_pages/bluvstein_2022_9.png,427533,fe5e6c4177978dbaa430f9b586a72afe698ad224dd5850d7d84740a6e0218f11
paper_pages/zhang_2026_12.png,378310,547e0f09ce7233f61d5b7403a597fc40aee40dfdc5394391ecc249f80cf8db1f
paper_pages/zhang_2026_13.png,389307,21d37d6032a03065444013abd00ba549e547caec32d7da1b01cc68fc3c790398
paper_pages/zhang_2026_14.png,352352,b6cd89ebe668c3abbcd86e3e6579b8fba4ecdf7c4af48db225218c17670f6d30
paper_pages/zhang_2026_18.png,280604,b1a80f8c8383528ef5639d89c906cde9d9d4786c3251c730ba2a1bcb385993bb
paper_pages/zhang_2026_19.png,284287,07cf8c39afc80303bab1ea1ae8366ac31e787cf9f4da167d801b26777fb2b709
paper_pages/zhang_2026_2.png,441591,8436b5285ddbaf6fe5cf65eb2a762067a56017419f868c24006a29054cb010bd
paper_pages/zhang_2026_20.png,284115,a4bceeea2a41fab5d4faa120f5cf4fa428633e775f6baeebd5c7bdcf933659ac
papers_and_optics.py,5208,f73ca7291890e602f66bab24492040146ef498ddc4ab3f82f953d27f0f21ea23
PARAMETERS.md,7817,7596ae127074281ed4df5762ca3705af954b696f45fe6c31e01e4058d404ff54
PHYSICS.md,5357,bab3b1de65a7f9d7c71854b128e23bdfa07d9409e36136d5433da53d2c7fd6e6
production_noise_benchmark.json,928,f2a19245f6c213caafe1fb2b3f1f1c3e402ed98891d14079a8fb3754abc82c01
production_noise_benchmark.log,930,561512c5120dfa4e5fda97d86e27dd1f049f6c9c4c8b85cda04b354e62cf1b2d
production_noise_check.py,1490,b8311489c62e3132220ef4d240f46c49b92e15a980114fc2d3e2bf182cbbd750
PROTOCOL.md,3808,80e4516ff48fa037285bef09f0be48b6baa8374eb96c57c773f4ae70aa745277
provenance.json,24658,6c50305eaa3bd9e3118a64f2a205d374b2134cde5524a5df9044415de6fb84f5
queue_completion.csv,471,a957e110a4124c5e475c8dc90d825e133b841a7547af9180693462ce3e0987b1
rb_comparison_residuals.csv,3981,05ffbb749ff40486d6624d307ad2e8c7b203d8515a4b48d4502c66f69e292aa9
rb_digitization.json,689,564405d39e7c3db096b32976d32d35a8118c875ced01319679a7ec635497c97b
rb_ed2a_digitized.csv,3324,3fbb1a31c5c3450710a600ccbc62438c76a19b98ad2d961fdaa945526135a447
rb_harmonic_averaging.csv,7662,39d10ebd69faa208fd1908e0ce20dd2c89690767688cdb48a20a3b65e1602264
rb_paper_comparison.png,86383,6f7e1e460bb14d1931980fb8da4f760134308066c4f80bc51356e33ca8be3406
rb_paper_comparison.svg,88435,9818262d56635734842bff46fa3e40a385de0e7a50c62405f500b4481c6df91e
refine_queue.json,127248,21e3319df7fd8650069a5328bb4148f1915993e38a5971e64f925e6ad540f479
regression.log,2569,e9d592bddf6d5f54e1001f0f3243da6d269aabc6493d31358c1cf1c21b4f9b75
regression.xml,7934,10e2fccf96699da5c5c8fce74ceb1b5c1d3ff15e0c6f09a7fab24e748e441b8d
regression_retry.log,2559,6c1624679d346f2cd6056c550e9d82a734802c3e9c251804ca299c80bad24cec
regression_retry.xml,2564,456046d4f973ad593b740d4a61ab3fdfbba801b8653d461ae09d3464f96a60dd
remote_branch_metadata.json,4723,c48e1cc7a978288e7df8fd541aab2f3fed2bf47333be4fa1922a74e9eefb6742
repeat_confirm_queue.json,32365,255892e33be048c1a562faa2d45ae2afe0a72b4084ea7b5624834a7a8b451add
repeat_confirmation_last.log,372,ddfd77b76e6ca406d1bced8ce26e8778334dd74f311a9ca3cdf278659d877925
repeat_confirmation_tail.log,830,73d05a468f796a1557fbee297e70f6add1dad242826d9d2386627ad5bdaafd59
repeat_distances_queue.json,134703,28ac3b6c549eae58ad9d58ebdd8aa20f07c4389a95f5ab9c1c43152144519f7b
repeat_queue.json,67353,1938cf997be3356cf094b6f1706ae6d5d6f3e786472e455d62a273e6a265ec51
repeat_steps.log,1071,4a73f0a9fc9cf706bfa45dd9be6ea74be438b2f73fa585d72b52e5edc181ffc3
repeat_steps_queue.json,7491,bd79cd5a16d8c6ea008934a9039868509f23f962ee1bb0647d74fc9c56bf89c1
repeated_transport.png,280458,22c60aea2b208856669bf0be360442ba824173db171e69fcff9f1e37f3ea085b
repeated_transport.svg,172047,cba317860dc4c95c4f2c1b5d51127831b825bf09408fd80f0b1b610cf32dcc07
REPORT.md,24056,4afc9ba687488aef89f774f6099fd2622efd7afed8805d36e9cd57da9fbc0122
REPRODUCE.md,5715,6cadcfb1870e0b47b11a17a1581af0bf338a2073b2f5e9e477f0d724fea73315
reproduce.ps1,1742,e054a2f8ab2e41bc6d3629bc380eb2dc1852d38ffa731895d8bd7a04ed88dd46
requirements_exact.txt,226,20fc28b03ce7595a4bc51bad3b5e73d11ffbc3fde9e6235b211f89458f68a4d8
residual_excitation.csv,20299,6c79df0f85d690af698ace18fd1f0bb955daaac0bdba2e9219bad9ce23060fb5
run_study.py,16614,9cfbbc82c350871f97587269539c1c43361d22ae5d0dc4e41bfe4e50fd95047a
runs/boundary_steps/04cd597e0d4d33d1ac.json,1760,08316683b477c9aabe5cc701865bb18b0017c494f4bf07375ee278528ed492e6
runs/boundary_steps/04cd597e0d4d33d1ac.npz,688706,645cceed10da04e8df7ca3583664fefbed82cbc6a337e57411c1278d2a1652a3
runs/boundary_steps/0895bc91f02958bbde.json,1825,b5c4887d63005627011d3f9668f98efcf95952b3cde4719d973c06c0de989300
runs/boundary_steps/0895bc91f02958bbde.npz,687049,700a6b28c718fcc8bedd571a4a07fd13703502ff566b37647d0b85211dd8ce43
runs/boundary_steps/09972bba002af15b3c.json,1829,28aaf3dda832ebd59157cd8a0cedd82a73f2cd3a78bd13d251156717768acd18
runs/boundary_steps/09972bba002af15b3c.npz,687844,c2c4faad91282d390de4a41a17bdf8839b7c33828f4c699a9f0fa41e82c38fbe
runs/boundary_steps/0ba0f4c46346cf16b3.json,1797,00049500e55f2d4b13bed7b714c527535e529d379d1083e82c2b1b2f9842e8d4
runs/boundary_steps/0ba0f4c46346cf16b3.npz,688254,088be7305215eeb9b68bacacc0ed949d8317d26608e7e54a2c6592ca0bccd0f8
runs/boundary_steps/0e1ed9d750891c004b.json,1845,897af162cf17081b4e5b27336ab3e471ddc81cd5aa75e76ca2bccb82f709b845
runs/boundary_steps/0e1ed9d750891c004b.npz,689124,34085eaad0e40e553fa17e9b11c160bd338c86b3b8b203add8c56fd1e7af211e
runs/boundary_steps/140b465c88a94003ab.json,1806,151a95e6804efa8e6dca43e4af06bb2d44b1a9e0ad132401e0e62e53ccc24425
runs/boundary_steps/140b465c88a94003ab.npz,687029,32e6d7a57517088800dafb3ec2c527eb98772d2db2c044c5756eac7069ba09fc
runs/boundary_steps/156b1e9be9a4f4596b.json,1842,53a77131d4e2713201df911d04e96a868fc30d28c60bafa4719e4722ab6e4428
runs/boundary_steps/156b1e9be9a4f4596b.npz,688018,8504db5df253eaba587e0b850061407e1bcb88b8434d276576dadcf6ccdf2e8d
runs/boundary_steps/17cc7672cb94033fad.json,1848,9d48c76eb93774fbde268f6f69633ebe109fddfa231be0f317f1e239a152497e
runs/boundary_steps/17cc7672cb94033fad.npz,689455,ddc9baf477d8ca47a086495fd96c05fc30a2c6e91eba26e54b24a04c44bff5b2
runs/boundary_steps/19fc6db0e4491d0a56.json,1828,dd84b3624428e87f8589acbb27b9b3742112b41612c9b68cbab9cb8557d51e16
runs/boundary_steps/19fc6db0e4491d0a56.npz,686601,8e2d9b59fbc024c4fe7bc9391ccfe1e759c2f651f73a86fca771d35e7e518638
runs/boundary_steps/1c1037193e7e3bb636.json,1828,50a2481a70cc73424db2e6585fb5cadc74de49d00b8b45334fb002180c3f567c
runs/boundary_steps/1c1037193e7e3bb636.npz,688617,73121903c958a1ae862612a2b36bf18eee08bfee47f272f92506879634a28f26
runs/boundary_steps/1c3542dfc172ecc1e5.json,1840,f94d4cdec7ae9b9ac30d4151964a84891db0da790239818ba3d2cd1b998cb60b
runs/boundary_steps/1c3542dfc172ecc1e5.npz,688764,baf61ed237462f94f7448f2b796131853ae15e86c5eb00fdcf1b67b2c919fe24
runs/boundary_steps/27e401a7d8251e6129.json,1778,91cc3603c395e2f34576ef9349c81cac76b1f79606184b70e78bbed0c84e11ee
runs/boundary_steps/27e401a7d8251e6129.npz,689421,010a21eebe04429e82d905d92ecd17f2d423a71fe581666ed3c2ce158e378902
runs/boundary_steps/298e4d189b44b68b17.json,1826,67e4101b1533b478402dea5fd0ebc679749fc09ea1d01ea6cf363c058163f0af
runs/boundary_steps/298e4d189b44b68b17.npz,688159,07ee5de094bedef60b35600ef18ab06129c35004abf69e80845898e2ab92e7f3
runs/boundary_steps/2e9773f24161f22c29.json,1854,a52169e0eb4597e361675851f4ecea4de53ad69b35cd038a45e8a907a6fff521
runs/boundary_steps/2e9773f24161f22c29.npz,689030,5e85b013dd094047344ec8b2602ba967f84145904fb3c0b60a8e52502ce919c2
runs/boundary_steps/2ef86f6c760aaa354f.json,1840,dcd67893f6c4aeff12d096f35e87b339ddbe7dd6204156ad75b0b255655bc8e6
runs/boundary_steps/2ef86f6c760aaa354f.npz,687428,355733ef4266f5fce1ff2a7a0106cd92ede67bc23e181963613861405cac9fde
runs/boundary_steps/3214ac9794af4b8ead.json,1760,ccbbeda81a4bc4514a8f187b1f5e262300458d2aeb7a5fa070df354f9ca60876
runs/boundary_steps/3214ac9794af4b8ead.npz,687869,7417be5b6ebdaf50e81325669837432d3834686ecac72248773fe6fb738ea173
runs/boundary_steps/32cc789c11be989770.json,1831,4216876b96601623fcd9e84111c59967f2a56a3c343e64ded5243e4cde2cf868
runs/boundary_steps/32cc789c11be989770.npz,688620,423752586ffce0fbbeb533eda4c85837c5881b47d6cdf2448f25174aecc0ea2e
runs/boundary_steps/33545ea1ec647ea5fd.json,1844,94f28015f38c247f15085293514faace07be4faaf982f6847356438fdf45457f
runs/boundary_steps/33545ea1ec647ea5fd.npz,686706,e92f1d100d1b7c09bc43fc94ccf5f89bb31f7a4312b3e2e61a34078234644870
runs/boundary_steps/3573708f7a6e88bf37.json,1837,c23c456c9dcfbe9e2206d031d0622609e3fda6c6af1be57aee432f569b7615d4
runs/boundary_steps/3573708f7a6e88bf37.npz,689449,1a4e5fb6e71763817a681f868c8487f533b84ca94017f69b65ca50a7fb1b1297
runs/boundary_steps/37c0b62c03261b047c.json,1828,dc79bd15232ba53f0a3299ed31701333becfbe1f81c2c07253a805df25e30f76
runs/boundary_steps/37c0b62c03261b047c.npz,688650,689d79a223cb847f81414fedfa83362ed452a02493ea81a042dbf651b163ded9
runs/boundary_steps/3bc4887d6c20d92314.json,1780,c40b615884186957e168aa1b6722394555e7b88fc7d02d14fb0ca4e64fcb43b6
runs/boundary_steps/3bc4887d6c20d92314.npz,687459,406baa862c530237591d00c49972b26d3de6377221772ea3127f827cca75b144
runs/boundary_steps/3bf7882d8bb1a0012b.json,1804,49bbb4fdb78b2acadbf74d7747698cc9403462951b319b1fc7402e6a307159ed
runs/boundary_steps/3bf7882d8bb1a0012b.npz,689029,dc87033031666db7adbf89a1ed51ffbc88a797ecd1d392a582328c7c3fe6caec
runs/boundary_steps/4230d16db4cedf3d43.json,1832,cf710b6f6709918d3d81c3f32808b4bd8999e4da1cd3f13000913ac340629610
runs/boundary_steps/4230d16db4cedf3d43.npz,687499,b3ab05498d7741483afcb31b59f695e92b9be177550f9fd2ff113658d7c366dc
runs/boundary_steps/426b4aa17e4b92078e.json,1806,ec2cdeef85830ea002f537e3748efb412eef9cee25a37524d857bc9215c3aec8
runs/boundary_steps/426b4aa17e4b92078e.npz,686955,9981bdc44172d306be341e91017041e4a5be552d8253c0f67b11e6a9f148c6e3
runs/boundary_steps/44069d413cdb5f3ecb.json,1852,6ce03115232d4bf6abfa36ced409f27b51c68a886911a76f7fe7fc4102cacbcf
runs/boundary_steps/44069d413cdb5f3ecb.npz,688652,89d534dc7f9fd3c5f8b457d9148963e48cf9caf61f2d14886a426e3aa6102c6f
runs/boundary_steps/4449d6313d9c8beda7.json,1832,66ca3b40dd79b68403643b1f092053f6532632ec9454ea6c1ca3ee79236d9674
runs/boundary_steps/4449d6313d9c8beda7.npz,689352,e3bfaef62a89bdc6019c2878fe6885a19a22736d86d5c4a0f021f24bd7ec8073
runs/boundary_steps/45504d1fe628352911.json,1812,6bc05d3e4015e1ca9d1bbd6da3db9cc5865f5d9df9f720ec0d1adb1a9d24c57a
runs/boundary_steps/45504d1fe628352911.npz,689110,4fa51a3ef1e75379d62dceff2410d2ed058fcaa9ea8db8bc12bfbf00ffd29545
runs/boundary_steps/4d9ae71bf381c1bd51.json,1843,0ec387d12d31e1968e7a72a5a064f2171b133d8ac21d2beb4f3bd8b138bd0b62
runs/boundary_steps/4d9ae71bf381c1bd51.npz,688011,898e3c57da3b399de7b3a035593e72e4a3f11a7092adab6a09bcaf11ea235953
runs/boundary_steps/50fb5f5be1c0c70be1.json,1823,a402fab447974ace1617f939f992f69eaca8cb4cfde98a2408735896c136299d
runs/boundary_steps/50fb5f5be1c0c70be1.npz,688329,deff8db3b2f99b0ff4b75bcc0317f79148f0b3e38f03ac93e2fa522d09fb92d6
runs/boundary_steps/54f430c6f9e94dfe1b.json,1818,4486cea1b48542e4925189e52b10cddc5ecfda75f41b3c1f254d7fcacaf7f6be
runs/boundary_steps/54f430c6f9e94dfe1b.npz,688997,386e74f9a7eda41555f097d3feaf72f3069958434469c55b45a08b6452a1cfe1
runs/boundary_steps/61463aac2d0ab367df.json,1843,4e9cb80b3f4b5607fda807610b5093a5e0bd910eeeb22e5e689b2b1c5530a5a9
runs/boundary_steps/61463aac2d0ab367df.npz,689327,fc22974d69958dc8e461ea85edd994e537d1ac8347863142a88ed34be7bc7d3a
runs/boundary_steps/618a9243f81c43e65f.json,1845,5d7bd0e028f1a483412003096dbcf46e1de7e8affcfbfd75813794bda5ccbc28
runs/boundary_steps/618a9243f81c43e65f.npz,688286,d1dc11c53a3b755adc5807640a7f5d97503739145b9830d83cfafe2efd5c695f
runs/boundary_steps/6338712ada4e05c572.json,1830,6e7f89f5c42e09791d16c4dc577accbcf283e92b53e5661b218e374387e0d207
runs/boundary_steps/6338712ada4e05c572.npz,687572,519da2bacc253dc5180585e04087e3f68ec01964f1c3976ecfe0fd541969443a
runs/boundary_steps/63c403d6fb77e14819.json,1803,6b8794733291c015b565df30139b4041bb60af38dd0e9654117e5f016d3201bb
runs/boundary_steps/63c403d6fb77e14819.npz,688116,742fdb52a8fcf7d2eb7728b2b487efe456f75afab7117a9e7c07b47f60e97c9d
runs/boundary_steps/63df06cbfd4a62b1cd.json,1761,1ab74273ecd5ed85156902391b115129a4637699bdb6cd0de057b3e9d1f6bc13
runs/boundary_steps/63df06cbfd4a62b1cd.npz,686641,398aad96c3927dd18c893576834d6292216ce306059cd104954586f942bf98bf
runs/boundary_steps/6470488a5d939c6c75.json,1823,0a0026299785d50925079980256f3a3afbd0dc52328d6b20a28dbdadde103be2
runs/boundary_steps/6470488a5d939c6c75.npz,688977,710243558300d1af04778ae5a1bf79f4bb582e44dc6b5e0e9f0f999055421067
runs/boundary_steps/669066665da620dbc2.json,1778,dd74bb8750ffdeac9db2cecce3c2695be24909d0b36be5705932b01b94962c03
runs/boundary_steps/669066665da620dbc2.npz,688642,7a5b84afbb8ba9173f0295059a1d683e728487224f0b0b05e2c6a213e9b3b81b
runs/boundary_steps/6b279c0a86bcfe5919.json,1840,a93be6e3a959fb4d66261a22d7488bbf2868a5b8d6a989c1443cfdafcf7e3d51
runs/boundary_steps/6b279c0a86bcfe5919.npz,689158,5c0503fe72618a3f37ca62ae9c1e1307c0651ee3d948d79e27070a176c28d2da
runs/boundary_steps/713ed0dd1b4f63b0a4.json,1809,3eb6f3db4f2444f5742e4639a504267612f99ece93a188678c5c3a3b1d13b66f
runs/boundary_steps/713ed0dd1b4f63b0a4.npz,687731,769ffdae8ad6aafbd7786afd4eee332f75a84012b9ef163982c5246007b88a98
runs/boundary_steps/72d3e6923e654f3b4e.json,1814,532fd414558379f28582655ce5111762f3f12b65c3a23b24dceb3c55fd3d9a9d
runs/boundary_steps/72d3e6923e654f3b4e.npz,688299,a121fb127aa868aa776ece11ef166b86b77c8efce6588d74dbc775a0740a48aa
runs/boundary_steps/752614eeb42cbcaef5.json,1781,10f15d3a4098b9e321e5e41f319126b6a4258c94936eefa72a7f54899c118fd6
runs/boundary_steps/752614eeb42cbcaef5.npz,686445,956c9746d8e8c6b98f44bede23e3a056eef6a1213ee7c56876b1b61d2c8bb12d
runs/boundary_steps/7588bd052ac1c36903.json,1803,6e0fa3c814e271bc5cf2758a2bf27d63b936af76d21cd00f531af9425a14e769
runs/boundary_steps/7588bd052ac1c36903.npz,688905,1d19e3ebe30d2ed456c4ab8453c540a622a9566ec8e3f02d549b9b4375c28fc6
runs/boundary_steps/7d222898da01f540c2.json,1817,1b731b1a57d8cd638d46d8fa7c97d0f94c4b0e2acef9c9ffbb9ded715e8370a9
runs/boundary_steps/7d222898da01f540c2.npz,687016,aaafe173b7c9173c0e85bf99ace403b61d72ca493b0e10269d0eddae630a9690
runs/boundary_steps/7d68f4d6c02290a79d.json,1828,417b69703ccf382d5c61693d8ddd5b65a9a356b5bc4011bd68c2a9e1d49cdf8d
runs/boundary_steps/7d68f4d6c02290a79d.npz,686845,d4f565410dfbc0a4edfdebaaa73ac1c8e285c93cd1b342047e9983dd4f9cd6ef
runs/boundary_steps/8093e7f449a8e96d2d.json,1843,37b56af1866a931af3608f4ddf1740918e11c62c8398609cd0b207ec7adea281
runs/boundary_steps/8093e7f449a8e96d2d.npz,686670,de6a80134994db5e80fd61055266e8f8f4160e0422d5afcac0a84c4fb3d4aed8
runs/boundary_steps/8211f5081515302fe6.json,1839,e3cac16b11acb46023a43cd42bca1bbc35b45db7364d5644f28fe920a7a337bb
runs/boundary_steps/8211f5081515302fe6.npz,688617,c5fa47c7e9d6d16a65deed2fc69b63f0ff555b2174892e969120f274ca19232d
runs/boundary_steps/850e092d66c55f4434.json,1772,3561f61b4b8f03906eb65bde4be63d8da5cf60fab6a32dd06a99396f956d5dc4
runs/boundary_steps/850e092d66c55f4434.npz,688147,7e07832d3d15b1918bf78dccf4e80cb76bf4d54f0cf685841500c5e0e3fb8c72
runs/boundary_steps/85e40a94be9a153fdb.json,1845,2e0332aeca22dd4ea48ba244dc075d9cd0949ebd333233558f496614033e0d30
