distance_um,trajectory,protocol,tau_us,rin,disorder,repeat,target,supported_times_us_x,fastest_confirmed_time_us_x,maximum_confirmed_average_m_s_x,maximum_confirmed_peak_m_s_x,minimum_complete_us_x,note_x,supported_times_us_y,fastest_confirmed_time_us_y,maximum_confirmed_average_m_s_y,maximum_confirmed_peak_m_s_y,minimum_complete_us_y,note_y
270.0,zero_jerk,A,5.0,0.0,0.0,1,0.99,700.0;750.0;800.0;960.0;3000.0;6000.0,700.0,0.3857142857142857,0.6026785714285714,800.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,700.0;750.0;800.0;960.0;3000.0;6000.0,700.0,0.3857142857142857,0.6026785714285714,800.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
270.0,zero_jerk,A,5.0,0.0,0.0,1,0.999,960.0;3000.0;6000.0,960.0,0.28125,0.439453125,1060.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,960.0;3000.0;6000.0,960.0,0.28125,0.439453125,1060.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,min_jerk,A,0.0,0.0,0.0,1,0.99,700.0;800.0;850.0;1260.0;3000.0;6000.0,700.0,0.7285714285714284,1.3660714285714284,800.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,700.0;800.0;850.0;1260.0;3000.0;6000.0,700.0,0.7285714285714284,1.3660714285714284,800.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,min_jerk,A,0.0,0.0,0.0,1,0.999,1260.0;3000.0;6000.0,1260.0,0.4047619047619047,0.7589285714285714,1359.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1260.0;3000.0;6000.0,1260.0,0.4047619047619047,0.7589285714285714,1359.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,min_jerk,A,2.0,0.0,0.0,1,0.99,900.0;1050.0;1100.0;1560.0;3000.0;6000.0,900.0,0.5666666666666667,1.0624999999999998,1000.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,900.0;1050.0;1100.0;1560.0;3000.0;6000.0,900.0,0.5666666666666667,1.0624999999999998,1000.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,min_jerk,A,2.0,0.0,0.0,1,0.999,1560.0;3000.0;6000.0,1560.0,0.3269230769230768,0.6129807692307692,1660.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1560.0;3000.0;6000.0,1560.0,0.3269230769230768,0.6129807692307692,1660.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,min_jerk,A,5.0,0.0,0.0,1,0.99,1300.0;1400.0;1500.0;1800.0;3000.0;6000.0,1300.0,0.3923076923076922,0.735576923076923,1400.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1300.0;1400.0;1500.0;1800.0;3000.0;6000.0,1300.0,0.3923076923076922,0.735576923076923,1400.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,min_jerk,A,5.0,0.0,0.0,1,0.999,1800.0;3000.0;6000.0,1800.0,0.2833333333333333,0.5312499999999999,1900.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1800.0;3000.0;6000.0,1800.0,0.2833333333333333,0.5312499999999999,1900.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,rb_cubic,A,0.0,0.0,0.0,1,0.99,850.0;900.0;1260.0;3000.0;6000.0,850.0,0.6,0.8999999999999999,950.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,850.0;900.0;1260.0;3000.0;6000.0,850.0,0.6,0.8999999999999999,950.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,rb_cubic,A,0.0,0.0,0.0,1,0.999,1260.0;3000.0;6000.0,1260.0,0.4047619047619047,0.6071428571428571,1359.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1260.0;3000.0;6000.0,1260.0,0.4047619047619047,0.6071428571428571,1359.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,rb_cubic,A,2.0,0.0,0.0,1,0.99,800.0;1000.0;1050.0;1440.0;3000.0;6000.0,800.0,0.6375,0.95625,899.9999999999999,discrete confirmed points only; intervals between them NOT certified; no global optimum,800.0;1000.0;1050.0;1440.0;3000.0;6000.0,800.0,0.6375,0.95625,899.9999999999999,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,rb_cubic,A,2.0,0.0,0.0,1,0.999,1440.0;3000.0;6000.0,1440.0,0.3541666666666666,0.5312499999999999,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1440.0;3000.0;6000.0,1440.0,0.3541666666666666,0.5312499999999999,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,rb_cubic,A,5.0,0.0,0.0,1,0.99,1050.0;1100.0;1150.0;1440.0;3000.0;6000.0,1050.0,0.4857142857142856,0.7285714285714284,1150.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1050.0;1100.0;1150.0;1440.0;3000.0;6000.0,1050.0,0.4857142857142856,0.7285714285714284,1150.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,rb_cubic,A,5.0,0.0,0.0,1,0.999,1440.0;3000.0;6000.0,1440.0,0.3541666666666666,0.5312499999999999,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1440.0;3000.0;6000.0,1440.0,0.3541666666666666,0.5312499999999999,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,zero_jerk,A,0.0,0.0,0.0,1,0.99,700.0;850.0;900.0;1260.0;3000.0;6000.0,700.0,0.7285714285714284,1.138392857142857,800.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,700.0;850.0;900.0;1260.0;3000.0;6000.0,700.0,0.7285714285714284,1.138392857142857,800.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,zero_jerk,A,0.0,0.0,0.0,1,0.999,1260.0;3000.0;6000.0,1260.0,0.4047619047619047,0.6324404761904762,1359.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1260.0;3000.0;6000.0,1260.0,0.4047619047619047,0.6324404761904762,1359.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,zero_jerk,A,2.0,0.0,0.0,1,0.99,750.0;900.0;950.0;1380.0;3000.0;6000.0,750.0,0.6799999999999999,1.0624999999999998,850.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,900.0;950.0;1380.0;3000.0;6000.0,900.0,0.5666666666666667,0.8854166666666665,1000.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,zero_jerk,A,2.0,0.0,0.0,1,0.999,1380.0;3000.0;6000.0,1380.0,0.3695652173913043,0.577445652173913,1480.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1380.0;3000.0;6000.0,1380.0,0.3695652173913043,0.577445652173913,1480.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,zero_jerk,A,5.0,0.0,0.0,1,0.99,1100.0;1150.0;1200.0;1440.0;3000.0;6000.0,1100.0,0.4636363636363636,0.7244318181818181,1199.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1100.0;1150.0;1200.0;1440.0;3000.0;6000.0,1100.0,0.4636363636363636,0.7244318181818181,1199.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
510.0,zero_jerk,A,5.0,0.0,0.0,1,0.999,1440.0;3000.0;6000.0,1440.0,0.3541666666666666,0.5533854166666666,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1440.0;3000.0;6000.0,1440.0,0.3541666666666666,0.5533854166666666,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,min_jerk,A,0.0,0.0,0.0,1,0.99,750.0;900.0;950.0;1380.0;3000.0;6000.0,750.0,0.8133333333333332,1.525,850.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,750.0;900.0;950.0;1380.0;3000.0;6000.0,750.0,0.8133333333333332,1.525,850.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,min_jerk,A,0.0,0.0,0.0,1,0.999,1380.0;3000.0;6000.0,1380.0,0.4420289855072464,0.828804347826087,1480.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1380.0;3000.0;6000.0,1380.0,0.4420289855072464,0.828804347826087,1480.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,min_jerk,A,2.0,0.0,0.0,1,0.99,1000.0;1200.0;1300.0;1680.0;3000.0;6000.0,1000.0,0.61,1.14375,1100.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1000.0;1200.0;1300.0;1680.0;3000.0;6000.0,1000.0,0.61,1.14375,1100.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,min_jerk,A,2.0,0.0,0.0,1,0.999,1680.0;3000.0;6000.0,1680.0,0.3630952380952381,0.6808035714285715,1779.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1680.0;3000.0;6000.0,1680.0,0.3630952380952381,0.6808035714285715,1779.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,min_jerk,A,5.0,0.0,0.0,1,0.99,1500.0;1600.0;1750.0;2100.0;3000.0;6000.0,1500.0,0.4066666666666666,0.7625,1600.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1500.0;1600.0;1750.0;2100.0;3000.0;6000.0,1500.0,0.4066666666666666,0.7625,1600.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,min_jerk,A,5.0,0.0,0.0,1,0.999,1750.0;2100.0;3000.0;6000.0,1750.0,0.3485714285714286,0.6535714285714287,1850.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1750.0;2100.0;3000.0;6000.0,1750.0,0.3485714285714286,0.6535714285714287,1850.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,rb_cubic,A,0.0,0.0,0.0,1,0.99,800.0;1000.0;1050.0;1380.0;3000.0;6000.0,800.0,0.7625000000000001,1.14375,899.9999999999999,discrete confirmed points only; intervals between them NOT certified; no global optimum,800.0;1000.0;1050.0;1380.0;3000.0;6000.0,800.0,0.7625000000000001,1.14375,899.9999999999999,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,rb_cubic,A,0.0,0.0,0.0,1,0.999,1380.0;3000.0;6000.0,1380.0,0.4420289855072464,0.6630434782608696,1480.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1380.0;3000.0;6000.0,1380.0,0.4420289855072464,0.6630434782608696,1480.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,rb_cubic,A,2.0,0.0,0.0,1,0.99,1050.0;1100.0;1440.0;3000.0;6000.0,1050.0,0.580952380952381,0.8714285714285714,1150.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1050.0;1100.0;1440.0;3000.0;6000.0,1050.0,0.580952380952381,0.8714285714285714,1150.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,rb_cubic,A,2.0,0.0,0.0,1,0.999,1440.0;3000.0;6000.0,1440.0,0.4236111111111111,0.6354166666666667,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1440.0;3000.0;6000.0,1440.0,0.4236111111111111,0.6354166666666667,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,rb_cubic,A,5.0,0.0,0.0,1,0.99,1200.0;1300.0;1400.0;1920.0;3000.0;6000.0,1200.0,0.5083333333333333,0.7625000000000001,1300.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1200.0;1300.0;1400.0;1920.0;3000.0;6000.0,1200.0,0.5083333333333333,0.7625000000000001,1300.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,rb_cubic,A,5.0,0.0,0.0,1,0.999,1920.0;3000.0;6000.0,1920.0,0.3177083333333333,0.4765625,2020.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1920.0;3000.0;6000.0,1920.0,0.3177083333333333,0.4765625,2020.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,zero_jerk,A,0.0,0.0,0.0,1,0.99,750.0;900.0;950.0;1320.0;3000.0;6000.0,750.0,0.8133333333333332,1.2708333333333333,850.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,750.0;900.0;950.0;1320.0;3000.0;6000.0,750.0,0.8133333333333332,1.2708333333333333,850.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,zero_jerk,A,0.0,0.0,0.0,1,0.999,1320.0;3000.0;6000.0,1320.0,0.4621212121212121,0.7220643939393939,1420.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1320.0;3000.0;6000.0,1320.0,0.4621212121212121,0.7220643939393939,1420.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,zero_jerk,A,2.0,0.0,0.0,1,0.99,900.0;1000.0;1050.0;1440.0;3000.0;6000.0,900.0,0.6777777777777778,1.0590277777777777,1000.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,900.0;1000.0;1050.0;1440.0;3000.0;6000.0,900.0,0.6777777777777778,1.0590277777777777,1000.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,zero_jerk,A,2.0,0.0,0.0,1,0.999,1440.0;3000.0;6000.0,1440.0,0.4236111111111111,0.6618923611111112,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum,1440.0;3000.0;6000.0,1440.0,0.4236111111111111,0.6618923611111112,1539.9999999999998,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,zero_jerk,A,5.0,0.0,0.0,1,0.99,1400.0;1500.0;1920.0;3000.0;6000.0,1400.0,0.4357142857142857,0.6808035714285714,1500.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1400.0;1500.0;1920.0;3000.0;6000.0,1400.0,0.4357142857142857,0.6808035714285714,1500.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
610.0,zero_jerk,A,5.0,0.0,0.0,1,0.999,1920.0;3000.0;6000.0,1920.0,0.3177083333333333,0.4964192708333333,2020.0,discrete confirmed points only; intervals between them NOT certified; no global optimum,1920.0;3000.0;6000.0,1920.0,0.3177083333333333,0.4964192708333333,2020.0,discrete confirmed points only; intervals between them NOT certified; no global optimum
